时间,湿度
2026-06-17 15:37:04,60
2026-06-17 15:37:07,60
2026-06-17 15:37:10,60
2026-06-17 15:37:13,60
2026-06-17 15:37:16,61
2026-06-17 15:37:18,60
2026-06-17 15:37:21,58
2026-06-17 15:37:24,61
2026-06-17 15:37:26,61
2026-06-17 15:37:29,61
2026-06-17 15:37:32,61
2026-06-17 15:37:34,61
2026-06-17 15:37:37,61
2026-06-17 15:37:39,61
2026-06-17 15:37:42,61
2026-06-17 15:37:45,61
2026-06-17 15:37:47,61
2026-06-17 15:37:50,61
2026-06-17 15:37:53,61
2026-06-17 15:37:56,61
2026-06-17 15:37:59,61
2026-06-17 15:38:02,61
2026-06-17 15:38:04,61
2026-06-17 15:38:07,62
2026-06-17 15:38:10,62
2026-06-17 15:38:13,62
2026-06-17 15:38:16,62
2026-06-17 15:38:19,62
2026-06-17 15:38:22,62
2026-06-17 15:38:25,62
2026-06-17 15:38:28,62
2026-06-17 15:38:31,62
2026-06-17 15:38:33,62
2026-06-17 15:38:37,62
2026-06-17 15:38:39,62
2026-06-17 15:38:42,62
2026-06-17 15:38:45,62
2026-06-17 15:38:48,62
2026-06-17 15:38:50,62
2026-06-17 15:38:54,62
2026-06-17 15:38:57,62
2026-06-17 15:38:59,62
2026-06-17 15:39:02,62
2026-06-17 15:39:05,62
2026-06-17 15:39:08,62
2026-06-17 15:39:10,62
2026-06-17 15:39:13,62
2026-06-17 15:39:16,62
2026-06-17 15:39:19,62
2026-06-17 15:39:22,62
2026-06-17 15:39:25,62
2026-06-17 15:39:27,62
2026-06-17 15:39:30,62
2026-06-17 15:39:33,62
2026-06-17 15:39:35,63
2026-06-17 15:39:38,63
2026-06-17 15:39:42,62
2026-06-17 15:39:44,63
2026-06-17 15:39:48,62
2026-06-17 15:39:51,63
2026-06-17 15:39:53,62
2026-06-17 15:39:56,62
2026-06-17 15:39:59,62
2026-06-17 15:40:02,62
2026-06-17 15:40:04,63
2026-06-17 15:40:07,63
2026-06-17 15:40:10,62
2026-06-17 15:40:12,63
2026-06-17 15:40:15,63
2026-06-17 15:40:18,63
2026-06-17 15:40:21,63
2026-06-17 15:40:24,63
2026-06-17 15:40:26,63
2026-06-17 15:40:29,63
2026-06-17 15:40:33,63
2026-06-17 15:40:35,63
2026-06-17 15:40:38,63
2026-06-17 15:40:41,63
2026-06-17 15:40:43,63
2026-06-17 15:40:46,63
2026-06-17 15:40:49,63
2026-06-17 15:40:51,63
2026-06-17 15:40:54,63
2026-06-17 15:40:57,63
2026-06-17 15:41:00,63
2026-06-17 15:41:03,63
2026-06-17 15:41:05,63
2026-06-17 15:41:08,63
2026-06-17 15:41:11,63
2026-06-17 15:41:14,63
2026-06-17 15:41:16,63
2026-06-17 15:41:19,63
2026-06-17 15:41:22,63
2026-06-17 15:41:24,63
2026-06-17 15:41:28,63
2026-06-17 15:41:30,63
2026-06-17 15:41:33,64
2026-06-17 15:41:36,63
2026-06-17 15:41:39,63
2026-06-17 15:41:42,64
2026-06-17 15:41:44,64
2026-06-17 15:41:47,64
2026-06-17 15:41:50,64
2026-06-17 15:41:52,63
2026-06-17 15:41:55,64
2026-06-17 15:41:58,64
2026-06-17 15:42:00,64
2026-06-17 15:42:03,64
2026-06-17 15:42:05,64
2026-06-17 15:42:08,64
2026-06-17 15:42:11,64
2026-06-17 15:42:13,64
2026-06-17 15:42:16,64
2026-06-17 15:42:19,64
2026-06-17 15:42:23,64
2026-06-17 15:42:26,64
2026-06-17 15:42:28,64
2026-06-17 15:42:31,64
2026-06-17 15:42:33,64
2026-06-17 15:42:37,64
2026-06-17 15:42:39,64
2026-06-17 15:42:42,64
2026-06-17 15:42:45,64
2026-06-17 15:42:47,64
2026-06-17 15:42:50,64
2026-06-17 15:42:53,64
2026-06-17 15:42:56,64
2026-06-17 15:42:58,64
2026-06-17 15:43:02,64
2026-06-17 15:43:05,64
2026-06-17 15:43:08,64
2026-06-17 15:43:10,64
2026-06-17 15:43:13,64
时间,湿度
2026-06-17 16:01:40,59
2026-06-17 16:01:43,59
2026-06-17 16:01:46,59
2026-06-17 16:01:49,58
2026-06-17 16:01:52,59
2026-06-17 16:01:55,59
2026-06-17 16:01:57,59
2026-06-17 16:02:01,59
2026-06-17 16:02:04,59
2026-06-17 16:02:07,59
2026-06-17 16:02:10,59
2026-06-17 16:02:13,59
2026-06-17 16:02:16,59
2026-06-17 16:02:19,59
2026-06-17 16:02:22,59
2026-06-17 16:02:24,59
2026-06-17 16:02:27,59
2026-06-17 16:02:30,59
2026-06-17 16:02:33,59
2026-06-17 16:02:36,59
2026-06-17 16:02:39,58
2026-06-17 16:02:43,59
2026-06-17 16:02:45,59
2026-06-17 16:02:48,59
2026-06-17 16:02:51,59
2026-06-17 16:02:54,59
2026-06-17 16:02:56,59
2026-06-17 16:02:59,59
2026-06-17 16:03:02,58
2026-06-17 16:03:05,59
2026-06-17 16:03:09,58
2026-06-17 16:03:14,58
2026-06-17 16:03:20,58
2026-06-17 16:03:23,58
2026-06-17 16:03:25,58
2026-06-17 16:03:28,58
2026-06-17 16:03:30,58
2026-06-17 16:03:33,58
2026-06-17 16:03:35,58
2026-06-17 16:03:38,58
2026-06-17 16:03:41,58
2026-06-17 16:03:44,58
2026-06-17 16:03:48,58
2026-06-17 16:03:51,58
2026-06-17 16:03:54,58
2026-06-17 16:03:56,58
2026-06-17 16:03:59,58
2026-06-17 16:04:02,58
2026-06-17 16:04:05,58
2026-06-17 16:04:08,58
2026-06-17 16:04:11,58
2026-06-17 16:04:13,58
2026-06-17 16:04:16,58
2026-06-17 16:04:19,58
2026-06-17 16:04:22,58
2026-06-17 16:04:24,58
2026-06-17 16:04:27,58
2026-06-17 16:04:29,58
2026-06-17 16:04:32,58
2026-06-17 16:04:35,58
2026-06-17 16:04:38,58
2026-06-17 16:04:40,58
2026-06-17 16:04:43,58
2026-06-17 16:04:45,58
2026-06-17 16:04:48,58
2026-06-17 16:04:51,58
2026-06-17 16:04:53,58
2026-06-17 16:04:56,58
2026-06-17 16:04:58,58
2026-06-17 16:05:01,58
2026-06-17 16:05:03,58
2026-06-17 16:05:06,58
2026-06-17 16:05:09,58
2026-06-17 16:05:11,58
2026-06-17 16:05:14,58
2026-06-17 16:05:16,58
2026-06-17 16:05:19,58
2026-06-17 16:05:21,58
2026-06-17 16:05:24,58
2026-06-17 16:05:27,58
2026-06-17 16:05:29,58
2026-06-17 16:05:33,58
2026-06-17 16:05:36,58
2026-06-17 16:05:39,58
2026-06-17 16:05:42,58
2026-06-17 16:05:44,58
2026-06-17 16:05:47,58
2026-06-17 16:05:49,58
2026-06-17 16:05:58,58
2026-06-17 16:06:01,58
2026-06-17 16:06:04,58
2026-06-17 16:06:06,58
2026-06-17 16:06:09,58
2026-06-17 16:06:12,58
2026-06-17 16:06:14,58
2026-06-17 16:06:17,58
2026-06-17 16:06:20,58
2026-06-17 16:06:23,58
2026-06-17 16:06:25,58
2026-06-17 16:06:28,58
2026-06-17 16:06:31,58
2026-06-17 16:06:33,58
2026-06-17 16:06:36,58
2026-06-17 16:06:39,58
2026-06-17 16:06:42,58
2026-06-17 16:06:45,58
2026-06-17 16:06:48,58
2026-06-17 16:06:51,58
2026-06-17 16:06:54,58
2026-06-17 16:06:57,58
2026-06-17 16:07:00,58
2026-06-17 16:07:03,58
2026-06-17 16:07:06,58
2026-06-17 16:07:08,58
2026-06-17 16:07:11,58
2026-06-17 16:07:14,58
2026-06-17 16:07:17,58
2026-06-17 16:07:20,58
2026-06-17 16:07:23,58
2026-06-17 16:07:26,58
2026-06-17 16:07:29,58
2026-06-17 16:07:32,58
2026-06-17 16:07:35,58
2026-06-17 16:07:38,58
2026-06-17 16:07:41,58
2026-06-17 16:07:44,58
2026-06-17 16:07:50,58
2026-06-17 16:07:53,58
2026-06-17 16:07:56,58
2026-06-17 16:07:59,58
2026-06-17 16:08:02,58
2026-06-17 16:08:05,58
2026-06-17 16:08:08,58
2026-06-17 16:08:11,58
2026-06-17 16:08:14,58
2026-06-17 16:08:17,58
2026-06-17 16:08:20,58
2026-06-17 16:08:22,58
2026-06-17 16:08:25,58
2026-06-17 16:08:27,58
2026-06-17 16:08:30,58
2026-06-17 16:08:35,58
2026-06-17 16:08:38,58
2026-06-17 16:08:41,58
2026-06-17 16:08:43,58
2026-06-17 16:08:46,58
2026-06-17 16:08:49,58
2026-06-17 16:08:52,58
2026-06-17 16:08:55,58
2026-06-17 16:08:58,57
2026-06-17 16:09:00,57
2026-06-17 16:09:04,57
2026-06-17 16:09:06,57
2026-06-17 16:09:09,57
2026-06-17 16:09:12,57
2026-06-17 16:09:14,57
2026-06-17 16:09:17,57
2026-06-17 16:09:20,57
2026-06-17 16:09:22,57
2026-06-17 16:09:25,57
2026-06-17 16:09:27,57
2026-06-17 16:09:30,58
2026-06-17 16:09:33,58
2026-06-17 16:09:36,58
2026-06-17 16:09:38,58
2026-06-17 16:09:41,58
2026-06-17 16:09:44,58
2026-06-17 16:09:47,58
2026-06-17 16:09:49,58
2026-06-17 16:09:52,58
2026-06-17 16:09:55,59
2026-06-17 16:09:58,59
2026-06-17 16:10:00,59
2026-06-17 16:10:03,59
2026-06-17 16:10:06,59
2026-06-17 16:10:09,59
2026-06-17 16:10:12,59
2026-06-17 16:10:15,59
2026-06-17 16:10:18,58
2026-06-17 16:10:21,58
2026-06-17 16:10:23,58
2026-06-17 16:10:27,58
2026-06-17 16:10:30,58
2026-06-17 16:10:32,58
2026-06-17 16:10:35,58
2026-06-17 16:10:38,58
2026-06-17 16:10:41,58
2026-06-17 16:10:43,58
2026-06-17 16:10:46,58
2026-06-17 16:10:49,59
2026-06-17 16:10:51,59
2026-06-17 16:10:54,59
2026-06-17 16:10:57,59
2026-06-17 16:10:59,59
2026-06-17 16:11:02,59
2026-06-17 16:11:05,59
2026-06-17 16:11:09,59
2026-06-17 16:11:12,59
2026-06-17 16:11:15,59
2026-06-17 16:11:18,59
2026-06-17 16:11:21,59
2026-06-17 16:11:24,59
2026-06-17 16:11:27,59
2026-06-17 16:11:29,59
2026-06-17 16:11:32,59
2026-06-17 16:11:35,59
2026-06-17 16:11:38,59
2026-06-17 16:11:41,59
2026-06-17 16:11:44,59
2026-06-17 16:11:47,59
2026-06-17 16:11:50,59
2026-06-17 16:11:53,59
2026-06-17 16:11:56,59
2026-06-17 16:12:00,59
2026-06-17 16:12:03,59
2026-06-17 16:12:06,59
2026-06-17 16:12:09,59
2026-06-17 16:12:12,59
2026-06-17 16:12:21,59
2026-06-17 16:12:24,59
2026-06-17 16:12:28,59
2026-06-17 16:12:30,59
2026-06-17 16:12:33,59
2026-06-17 16:12:37,59
2026-06-17 16:12:40,59
2026-06-17 16:12:42,59
2026-06-17 16:12:46,59
2026-06-17 16:12:49,59
2026-06-17 16:12:52,59
2026-06-17 16:12:54,59
2026-06-17 16:13:01,59
2026-06-17 16:13:04,59
2026-06-17 16:13:07,59
2026-06-17 16:13:10,59
2026-06-17 16:13:13,59
2026-06-17 16:13:16,59
2026-06-17 16:13:19,60
2026-06-17 16:13:22,60
2026-06-17 16:13:25,60
2026-06-17 16:13:28,60
2026-06-17 16:13:37,60
2026-06-17 16:13:40,60
2026-06-17 16:13:43,60
2026-06-17 16:13:46,60
2026-06-17 16:13:49,60
2026-06-17 16:13:53,60
2026-06-17 16:13:55,60
2026-06-17 16:13:58,59
2026-06-17 16:14:04,59
2026-06-17 16:14:06,59
2026-06-17 16:14:09,59
2026-06-17 16:14:11,59
2026-06-17 16:14:14,59
2026-06-17 16:14:17,59
2026-06-17 16:14:19,59
2026-06-17 16:14:22,59
2026-06-17 16:14:24,59
2026-06-17 16:14:27,59
2026-06-17 16:14:30,59
2026-06-17 16:14:32,59
2026-06-17 16:14:35,59
2026-06-17 16:14:38,60
2026-06-17 16:14:40,60
2026-06-17 16:14:43,60
2026-06-17 16:14:45,60
2026-06-17 16:14:48,60
2026-06-17 16:14:50,60
2026-06-17 16:14:53,60
2026-06-17 16:14:56,60
2026-06-17 16:15:07,60
2026-06-17 16:15:10,60
2026-06-17 16:15:16,60
2026-06-17 16:15:18,60
2026-06-17 16:15:21,60
2026-06-17 16:15:24,60
2026-06-17 16:15:27,60
2026-06-17 16:15:30,60
2026-06-17 16:15:32,60
2026-06-17 16:15:35,60
2026-06-17 16:15:38,60
2026-06-17 16:15:41,60
2026-06-17 16:15:44,60
2026-06-17 16:15:47,60
2026-06-17 16:15:49,60
2026-06-17 16:15:53,60
2026-06-17 16:15:55,60
2026-06-17 16:15:59,60
2026-06-17 16:16:02,60
2026-06-17 16:16:05,59
2026-06-17 16:16:08,59
2026-06-17 16:16:11,60
2026-06-17 16:16:14,60
2026-06-17 16:16:17,60
2026-06-17 16:16:20,60
2026-06-17 16:16:23,60
2026-06-17 16:16:26,60
2026-06-17 16:16:29,60
2026-06-17 16:16:31,60
2026-06-17 16:16:34,60
2026-06-17 16:16:37,60
2026-06-17 16:16:40,60
2026-06-17 16:16:43,60
2026-06-17 16:16:45,60
2026-06-17 16:16:48,60
2026-06-17 16:16:50,60
2026-06-17 16:16:54,60
2026-06-17 16:16:56,60
2026-06-17 16:16:59,60
2026-06-17 16:17:02,60
2026-06-17 16:17:04,60
2026-06-17 16:17:07,60
2026-06-17 16:17:09,60
2026-06-17 16:17:12,60
2026-06-17 16:17:15,60
2026-06-17 16:17:18,60
2026-06-17 16:17:21,60
2026-06-17 16:17:23,60
2026-06-17 16:17:29,60
2026-06-17 16:17:31,60
2026-06-17 16:17:34,60
2026-06-17 16:17:36,60
2026-06-17 16:17:39,60
2026-06-17 16:17:42,60
2026-06-17 16:17:45,60
2026-06-17 16:17:48,60
2026-06-17 16:17:54,60
2026-06-17 16:17:56,60
2026-06-17 16:18:00,60
2026-06-17 16:18:02,60
2026-06-17 16:18:05,60
2026-06-17 16:18:10,60
2026-06-17 16:18:13,60
2026-06-17 16:18:16,60
2026-06-17 16:18:19,60
2026-06-17 16:18:22,60
2026-06-17 16:18:25,60
2026-06-17 16:18:27,60
2026-06-17 16:18:30,60
2026-06-17 16:18:32,60
2026-06-17 16:18:35,60
2026-06-17 16:18:38,60
2026-06-17 16:18:40,60
2026-06-17 16:18:43,60
2026-06-17 16:18:45,60
2026-06-17 16:18:48,60
2026-06-17 16:18:51,60
2026-06-17 16:18:54,60
2026-06-17 16:18:57,60
2026-06-17 16:19:00,60
2026-06-17 16:19:02,60
2026-06-17 16:19:07,60
2026-06-17 16:19:10,60
2026-06-17 16:19:13,60
2026-06-17 16:19:16,60
2026-06-17 16:19:19,60
2026-06-17 16:19:22,60
2026-06-17 16:19:25,60
2026-06-17 16:19:27,60
2026-06-17 16:19:30,60
2026-06-17 16:19:33,60
2026-06-17 16:19:35,60
2026-06-17 16:19:38,60
2026-06-17 16:19:40,60
时间,湿度
时间,湿度
2026-06-17 16:44:34,84
2026-06-17 16:44:36,82
2026-06-17 16:44:39,82
2026-06-17 16:44:41,81
2026-06-17 16:44:44,81
2026-06-17 16:44:47,79
2026-06-17 16:44:50,78
2026-06-17 16:44:52,78
2026-06-17 16:44:55,73
2026-06-17 16:44:58,76
2026-06-17 16:45:01,75
2026-06-17 16:45:04,75
2026-06-17 16:45:06,74
2026-06-17 16:45:09,73
2026-06-17 16:45:12,73
2026-06-17 16:45:15,72
2026-06-17 16:45:18,72
2026-06-17 16:45:20,71
2026-06-17 16:45:23,71
2026-06-17 16:45:27,71
2026-06-17 16:45:29,71
2026-06-17 16:45:32,71
时间,湿度
2026-06-18 11:45:18,67
2026-06-18 11:45:21,67
2026-06-18 11:45:23,67
2026-06-18 11:45:26,68
2026-06-18 11:45:29,68
2026-06-18 11:45:32,68
2026-06-18 11:45:35,68
2026-06-18 11:45:38,68
2026-06-18 11:45:40,68
2026-06-18 11:45:43,68
2026-06-18 11:45:46,67
2026-06-18 11:45:49,68
2026-06-18 11:45:52,69
2026-06-18 11:45:54,69
2026-06-18 11:45:57,69
2026-06-18 11:46:00,69
2026-06-18 11:46:03,70
2026-06-18 11:46:06,70
2026-06-18 11:46:08,70
2026-06-18 11:46:11,70
2026-06-18 11:46:14,70
2026-06-18 11:46:16,70
2026-06-18 11:46:19,70
2026-06-18 11:46:22,71
2026-06-18 11:46:25,71
2026-06-18 11:46:28,71
2026-06-18 11:46:30,71
2026-06-18 11:46:33,71
2026-06-18 11:46:35,71
2026-06-18 11:46:38,71
2026-06-18 11:46:41,71
2026-06-18 11:46:43,71
2026-06-18 11:46:46,71
2026-06-18 11:46:48,71
2026-06-18 11:46:51,71
2026-06-18 11:46:54,71
2026-06-18 11:46:56,71
2026-06-18 11:46:59,71
2026-06-18 11:47:05,71
2026-06-18 11:47:08,71
2026-06-18 11:47:10,71
2026-06-18 11:47:13,71
2026-06-18 11:47:15,71
2026-06-18 11:47:18,71
2026-06-18 11:47:20,71
2026-06-18 11:47:23,71
2026-06-18 11:47:26,71
2026-06-18 11:47:28,71
2026-06-18 11:47:31,71
2026-06-18 11:47:33,71
2026-06-18 11:47:36,71
2026-06-18 11:47:39,71
2026-06-18 11:47:42,71
2026-06-18 11:47:44,71
2026-06-18 11:47:47,71
2026-06-18 11:47:50,71
2026-06-18 11:47:52,71
2026-06-18 11:47:55,71
2026-06-18 11:47:58,71
2026-06-18 11:48:00,71
2026-06-18 11:48:03,71
2026-06-18 11:48:05,71
2026-06-18 11:48:08,71
2026-06-18 11:48:10,71
2026-06-18 11:48:13,71
2026-06-18 11:48:17,71
2026-06-18 11:48:19,71
2026-06-18 11:48:23,71
2026-06-18 11:48:25,71
2026-06-18 11:48:28,71
2026-06-18 11:48:31,71
2026-06-18 11:48:34,71
2026-06-18 11:48:37,71
2026-06-18 11:48:39,71
2026-06-18 11:48:42,71
2026-06-18 11:48:44,71
2026-06-18 11:48:47,71
2026-06-18 11:48:50,71
2026-06-18 11:48:53,71
2026-06-18 11:48:57,70
2026-06-18 11:48:59,70
2026-06-18 11:49:02,70
2026-06-18 11:49:05,70
2026-06-18 11:49:11,70
2026-06-18 11:49:14,70
2026-06-18 11:49:16,70
2026-06-18 11:49:19,70
2026-06-18 11:49:22,70
2026-06-18 11:49:25,70
2026-06-18 11:49:28,70
2026-06-18 11:49:31,70
2026-06-18 11:49:34,70
2026-06-18 11:49:37,69
2026-06-18 11:49:39,69
2026-06-18 11:49:42,69
2026-06-18 11:49:44,69
2026-06-18 11:49:47,69
2026-06-18 11:49:50,69
2026-06-18 11:49:52,69
2026-06-18 11:49:55,69
2026-06-18 11:49:57,69
2026-06-18 11:50:00,69
2026-06-18 11:50:02,69
2026-06-18 11:50:05,69
2026-06-18 11:50:08,68
2026-06-18 11:50:10,68
2026-06-18 11:50:14,68
2026-06-18 11:50:16,68
2026-06-18 11:50:20,68
2026-06-18 11:50:23,68
2026-06-18 11:50:26,68
2026-06-18 11:50:29,68
2026-06-18 11:50:32,68
2026-06-18 11:50:35,68
2026-06-18 11:50:38,68
2026-06-18 11:50:41,68
2026-06-18 11:50:44,68
2026-06-18 11:50:47,68
2026-06-18 11:50:50,68
2026-06-18 11:50:52,68
2026-06-18 11:50:56,68
2026-06-18 11:50:57,68
2026-06-18 11:51:00,68
2026-06-18 11:51:03,68
2026-06-18 11:51:06,68
2026-06-18 11:51:08,68
2026-06-18 11:51:11,67
2026-06-18 11:51:14,67
2026-06-18 11:51:17,67
2026-06-18 11:51:20,67
2026-06-18 11:51:23,67
2026-06-18 11:51:27,67
2026-06-18 11:51:29,67
2026-06-18 11:51:32,66
2026-06-18 11:51:35,66
2026-06-18 11:51:38,66
2026-06-18 11:51:40,66
2026-06-18 11:51:43,66
2026-06-18 11:51:45,66
2026-06-18 11:51:48,66
2026-06-18 11:51:50,66
2026-06-18 11:51:53,66
2026-06-18 11:51:56,66
2026-06-18 11:51:58,66
2026-06-18 11:52:01,66
2026-06-18 11:52:03,66
2026-06-18 11:52:06,66
2026-06-18 11:52:09,65
2026-06-18 11:52:12,65
2026-06-18 11:52:15,65
2026-06-18 11:52:19,65
2026-06-18 11:52:22,65
2026-06-18 11:52:25,65
2026-06-18 11:52:28,65
2026-06-18 11:52:31,65
2026-06-18 11:52:40,65
2026-06-18 11:52:43,65
2026-06-18 11:52:47,65
2026-06-18 11:52:49,65
2026-06-18 11:52:52,65
2026-06-18 11:52:55,65
2026-06-18 11:52:58,65
2026-06-18 11:53:01,65
2026-06-18 11:53:04,65
2026-06-18 11:53:06,65
2026-06-18 11:53:09,65
2026-06-18 11:53:12,65
2026-06-18 11:53:14,64
时间,湿度
2026-06-27 14:36:32,46
2026-06-27 14:36:35,46
2026-06-27 14:36:38,46
2026-06-27 14:36:41,46
2026-06-27 14:36:44,46
2026-06-27 14:36:46,46
2026-06-27 14:36:52,46
2026-06-27 14:36:55,46
2026-06-27 14:36:58,46
2026-06-27 14:37:01,46
2026-06-27 14:37:04,47
2026-06-27 14:37:07,55
2026-06-27 14:37:10,63
2026-06-27 14:37:13,71
2026-06-27 14:37:16,75
2026-06-27 14:37:19,77
2026-06-27 14:37:22,76
2026-06-27 14:37:25,74
2026-06-27 14:37:27,72
2026-06-27 14:37:30,70
2026-06-27 14:37:33,67
2026-06-27 14:37:35,64
2026-06-27 14:37:38,62
2026-06-27 14:37:41,60
2026-06-27 14:37:44,57
2026-06-27 14:37:47,55
2026-06-27 14:37:49,54
2026-06-27 14:37:52,53
2026-06-27 14:37:55,51
2026-06-27 14:37:58,51
2026-06-27 14:38:00,50
2026-06-27 14:38:03,49
2026-06-27 14:38:05,48
2026-06-27 14:38:08,48
2026-06-27 14:38:10,47
2026-06-27 14:38:13,47
2026-06-27 14:38:16,47
2026-06-27 14:38:19,46
2026-06-27 14:38:21,46
2026-06-27 14:38:24,45
2026-06-27 14:38:26,45
2026-06-27 14:38:29,45
2026-06-27 14:38:32,45
2026-06-27 14:38:34,44
2026-06-27 14:38:37,44
2026-06-27 14:38:39,44
2026-06-27 14:38:42,44
2026-06-27 14:38:45,44
2026-06-27 14:38:48,44
2026-06-27 14:38:51,44
2026-06-27 14:38:54,44
2026-06-27 14:38:56,44
2026-06-27 14:38:59,44
2026-06-27 14:39:02,44
2026-06-27 14:39:05,44
2026-06-27 14:39:08,44
2026-06-27 14:39:10,44
2026-06-27 14:39:13,44
2026-06-27 14:39:19,44
2026-06-27 14:39:22,44
2026-06-27 14:39:25,44
2026-06-27 14:39:28,44
2026-06-27 14:39:31,44
2026-06-27 14:39:34,44
2026-06-27 14:39:36,44
2026-06-27 14:39:39,44
2026-06-27 14:39:42,44
2026-06-27 14:39:44,44
2026-06-27 14:39:47,44
2026-06-27 14:39:50,44
2026-06-27 14:39:52,44
2026-06-27 14:39:55,44
2026-06-27 14:39:58,44
2026-06-27 14:40:01,44
2026-06-27 14:40:04,44
2026-06-27 14:40:06,44
2026-06-27 14:40:09,44
2026-06-27 14:40:12,44
2026-06-27 14:40:15,44
2026-06-27 14:40:18,44
2026-06-27 14:40:20,44
2026-06-27 14:40:23,44
2026-06-27 14:40:26,44
2026-06-27 14:40:29,44
2026-06-27 14:40:32,44
2026-06-27 14:40:35,44
2026-06-27 14:40:38,45
2026-06-27 14:40:41,45
2026-06-27 14:40:44,45
2026-06-27 14:40:47,45
2026-06-27 14:40:50,45
2026-06-27 14:40:53,45
2026-06-27 14:40:56,45
2026-06-27 14:40:59,45
2026-06-27 14:41:02,45
2026-06-27 14:41:04,45
2026-06-27 14:41:07,45
2026-06-27 14:41:10,45
2026-06-27 14:41:13,45
2026-06-27 14:41:16,45
2026-06-27 14:41:19,45
2026-06-27 14:41:22,45
2026-06-27 14:41:25,45
2026-06-27 14:41:28,45
2026-06-27 14:41:30,45
2026-06-27 14:41:33,45
2026-06-27 14:41:36,45
2026-06-27 14:41:38,45
2026-06-27 14:41:41,45
2026-06-27 14:41:44,45
2026-06-27 14:41:47,45
2026-06-27 14:41:50,45
2026-06-27 14:41:53,45
2026-06-27 14:41:56,45
2026-06-27 14:41:59,45
2026-06-27 14:42:02,45
2026-06-27 14:42:08,45
2026-06-27 14:42:11,45
2026-06-27 14:42:14,45
2026-06-27 14:42:18,45
2026-06-27 14:42:20,45
2026-06-27 14:42:23,45
2026-06-27 14:42:26,45
2026-06-27 14:42:28,45
2026-06-27 14:42:31,45
2026-06-27 14:42:34,45
2026-06-27 14:42:37,45
2026-06-27 14:42:39,45
2026-06-27 14:42:42,45
2026-06-27 14:42:45,45
2026-06-27 14:42:51,45
2026-06-27 14:42:54,45
2026-06-27 14:42:57,45
2026-06-27 14:43:00,45
2026-06-27 14:43:02,45
2026-06-27 14:43:05,45
2026-06-27 14:43:08,45
2026-06-27 14:43:11,45
2026-06-27 14:43:14,45
2026-06-27 14:43:16,45
2026-06-27 14:43:19,45
2026-06-27 14:43:22,45
2026-06-27 14:43:24,45
2026-06-27 14:43:27,45
2026-06-27 14:43:29,45
2026-06-27 14:43:32,45
2026-06-27 14:43:35,45
2026-06-27 14:43:37,45
2026-06-27 14:43:40,45
2026-06-27 14:43:43,45
2026-06-27 14:43:47,45
2026-06-27 14:43:50,45
2026-06-27 14:43:52,45
2026-06-27 14:43:55,45
2026-06-27 14:43:58,45
2026-06-27 14:44:01,45
2026-06-27 14:44:03,45
2026-06-27 14:44:06,46
2026-06-27 14:44:09,46
2026-06-27 14:44:11,46
2026-06-27 14:44:14,46
2026-06-27 14:44:17,46
2026-06-27 14:44:20,46
2026-06-27 14:44:22,46
2026-06-27 14:44:26,46
2026-06-27 14:44:28,46
2026-06-27 14:44:31,46
2026-06-27 14:44:34,46
2026-06-27 14:44:39,46
2026-06-27 14:44:42,46
2026-06-27 14:44:48,46
2026-06-27 14:44:51,46
2026-06-27 14:44:53,45
2026-06-27 14:44:56,46
2026-06-27 14:44:59,45
2026-06-27 14:45:01,45
2026-06-27 14:45:04,45
2026-06-27 14:45:07,45
2026-06-27 14:45:10,45
2026-06-27 14:45:13,45
2026-06-27 14:45:16,45
2026-06-27 14:45:19,45
2026-06-27 14:45:21,45
2026-06-27 14:45:24,45
2026-06-27 14:45:27,45
2026-06-27 14:45:29,45
2026-06-27 14:52:01,44
2026-06-27 14:52:04,44
2026-06-27 14:52:06,44
2026-06-27 14:52:09,44
2026-06-27 14:52:11,44
2026-06-27 14:52:14,44
2026-06-27 14:52:17,44
2026-06-27 14:52:20,44
2026-06-27 14:52:22,44
2026-06-27 14:52:25,44
2026-06-27 14:52:28,44
2026-06-27 14:52:30,45
2026-06-27 14:52:33,45
2026-06-27 14:52:36,45
2026-06-27 14:52:39,45
2026-06-27 14:52:42,45
2026-06-27 14:52:44,44
2026-06-27 14:52:47,44
2026-06-27 14:52:50,44
2026-06-27 14:52:53,44
2026-06-27 14:52:56,44
2026-06-27 14:52:59,44
2026-06-27 14:53:02,44
2026-06-27 14:53:05,44
2026-06-27 14:53:07,44
2026-06-27 14:53:10,44
2026-06-27 14:53:13,44
2026-06-27 14:53:16,44
2026-06-27 14:53:19,44
2026-06-27 14:53:22,44
2026-06-27 14:53:25,44
2026-06-27 14:53:28,44
2026-06-27 14:53:31,44
2026-06-27 14:53:36,44
2026-06-27 14:53:39,44
2026-06-27 14:53:41,44
2026-06-27 14:53:44,44
2026-06-27 14:53:50,44
2026-06-27 14:53:53,44
2026-06-27 14:53:55,44
2026-06-27 14:53:58,44
2026-06-27 14:54:01,44
2026-06-27 14:54:03,44
2026-06-27 14:54:06,44
2026-06-27 14:54:09,44
2026-06-27 14:54:12,44
2026-06-27 14:54:14,44
2026-06-27 14:54:17,44
2026-06-27 14:54:19,44
2026-06-27 14:54:22,44
2026-06-27 14:54:25,44
2026-06-27 14:54:28,49
2026-06-27 14:54:31,57
2026-06-27 14:54:33,64
2026-06-27 14:54:36,70
2026-06-27 14:54:41,69
2026-06-27 14:54:45,66
2026-06-27 14:54:48,63
