时间,温度
2026-06-17 15:31:24,27.1
2026-06-17 15:31:27,27.1
2026-06-17 15:31:30,27.1
2026-06-17 15:31:32,27
2026-06-17 15:31:35,27.2
2026-06-17 15:31:38,27.1
2026-06-17 15:31:41,27
2026-06-17 15:31:44,27.1
2026-06-17 15:31:47,27
2026-06-17 15:31:50,27.1
2026-06-17 15:31:53,27.5
2026-06-17 15:31:55,27
2026-06-17 15:31:58,26.9
2026-06-17 15:32:01,27
2026-06-17 15:32:04,27.1
2026-06-17 15:32:06,26.9
2026-06-17 15:32:09,27
2026-06-17 15:32:12,26.8
2026-06-17 15:32:14,27
2026-06-17 15:32:17,27
2026-06-17 15:32:20,27
2026-06-17 15:32:23,26.6
2026-06-17 15:32:25,26.1
2026-06-17 15:32:28,28.6
2026-06-17 15:32:31,27
2026-06-17 15:32:34,27.1
2026-06-17 15:32:37,27.1
2026-06-17 15:32:40,27
2026-06-17 15:32:42,27
2026-06-17 15:32:45,26.9
2026-06-17 15:32:48,27
2026-06-17 15:32:51,26.9
2026-06-17 15:32:53,27
2026-06-17 15:32:56,27
2026-06-17 15:32:59,26.9
2026-06-17 15:33:02,26.9
2026-06-17 15:33:05,26.9
2026-06-17 15:33:07,27.4
2026-06-17 15:33:10,25.8
2026-06-17 15:33:13,28.3
2026-06-17 15:33:19,27.4
2026-06-17 15:33:22,28
2026-06-17 15:33:25,26.4
2026-06-17 15:33:28,27.3
2026-06-17 15:33:30,25.8
2026-06-17 15:33:33,26.9
2026-06-17 15:33:36,26.6
2026-06-17 15:33:39,26.8
2026-06-17 15:33:42,27.3
2026-06-17 15:33:44,27
2026-06-17 15:33:47,26.9
2026-06-17 15:33:50,27
2026-06-17 15:33:53,26.7
2026-06-17 15:33:56,27.1
2026-06-17 15:33:59,26.3
2026-06-17 15:34:02,27
2026-06-17 15:34:05,27.4
2026-06-17 15:34:08,27
2026-06-17 15:34:11,26.8
2026-06-17 15:34:13,27
2026-06-17 15:34:16,25.8
2026-06-17 15:34:19,27
2026-06-17 15:34:22,26.7
2026-06-17 15:34:25,27.1
2026-06-17 15:34:27,26.4
2026-06-17 15:34:30,26.9
2026-06-17 15:34:33,27.5
2026-06-17 15:34:35,27
2026-06-17 15:34:38,26.9
2026-06-17 15:34:41,28.2
2026-06-17 15:34:44,25.9
2026-06-17 15:34:47,27.2
2026-06-17 15:34:49,26.6
2026-06-17 15:34:52,27
2026-06-17 15:34:55,26.9
2026-06-17 15:34:58,26.5
2026-06-17 15:35:01,26.9
2026-06-17 15:35:03,26.9
2026-06-17 15:35:06,26.8
2026-06-17 15:35:09,27.2
2026-06-17 15:35:12,26.8
2026-06-17 15:35:15,27
2026-06-17 15:35:17,26.8
2026-06-17 15:35:20,27.3
2026-06-17 15:35:23,26.1
2026-06-17 15:35:26,27.2
2026-06-17 15:35:29,28
2026-06-17 15:35:33,26.8
2026-06-17 15:35:35,26.8
2026-06-17 15:35:38,26.5
2026-06-17 15:35:41,28.1
2026-06-17 15:35:44,26.9
2026-06-17 15:35:47,27.5
2026-06-17 15:35:50,27.3
2026-06-17 15:35:52,27.5
2026-06-17 15:35:55,26.8
2026-06-17 15:35:57,28
2026-06-17 15:36:00,27
2026-06-17 15:36:02,26.6
2026-06-17 15:36:05,26.9
2026-06-17 15:36:08,26.8
2026-06-17 15:36:10,26.9
2026-06-17 15:36:13,26.9
2026-06-17 15:36:15,26.9
2026-06-17 15:36:18,26.9
2026-06-17 15:36:21,26.9
2026-06-17 15:36:23,26.9
2026-06-17 15:36:26,26.9
2026-06-17 15:36:28,26.6
2026-06-17 15:36:31,28.3
2026-06-17 15:36:33,26.8
2026-06-17 15:36:36,26.8
2026-06-17 15:36:38,26.9
2026-06-17 15:36:41,26.9
2026-06-17 15:36:44,26.9
2026-06-17 15:36:46,26.6
2026-06-17 15:36:49,26.8
2026-06-17 15:36:51,26.9
2026-06-17 15:36:54,27.4
2026-06-17 15:36:57,27
2026-06-17 15:37:00,26.8
2026-06-17 15:37:03,26.9
2026-06-17 15:37:06,26.9
2026-06-17 15:37:08,26.8
2026-06-17 15:37:12,26.9
2026-06-17 15:37:15,26.7
2026-06-17 15:37:17,25.5
2026-06-17 15:37:20,28.4
2026-06-17 15:37:23,26.9
2026-06-17 15:37:25,26.9
2026-06-17 15:37:28,26.9
2026-06-17 15:37:31,26.9
2026-06-17 15:37:33,27
2026-06-17 15:37:36,26.8
2026-06-17 15:37:38,26.9
2026-06-17 15:37:41,26.9
2026-06-17 15:37:44,26.7
2026-06-17 15:37:46,26.9
2026-06-17 15:37:49,26.8
2026-06-17 15:37:52,27
2026-06-17 15:37:55,26.9
2026-06-17 15:37:58,26.8
2026-06-17 15:38:01,26.9
2026-06-17 15:38:03,26.4
2026-06-17 15:38:09,26.9
2026-06-17 15:38:12,26.9
2026-06-17 15:38:15,26.3
2026-06-17 15:38:18,26.9
2026-06-17 15:38:21,26.8
2026-06-17 15:38:23,26.5
2026-06-17 15:38:27,27.3
2026-06-17 15:38:30,26.8
2026-06-17 15:38:32,26.9
2026-06-17 15:38:36,24.9
2026-06-17 15:38:38,25.5
2026-06-17 15:38:41,26.9
2026-06-17 15:38:44,26.9
2026-06-17 15:38:47,27
2026-06-17 15:38:49,26.8
2026-06-17 15:38:53,26.9
2026-06-17 15:38:55,26.6
2026-06-17 15:38:58,26.4
2026-06-17 15:39:01,26.8
2026-06-17 15:39:04,26.9
2026-06-17 15:39:07,26.8
2026-06-17 15:39:09,26.8
2026-06-17 15:39:12,26.8
2026-06-17 15:39:15,26.9
2026-06-17 15:39:18,26.9
2026-06-17 15:39:21,27.2
2026-06-17 15:39:24,26.5
2026-06-17 15:39:26,26.8
2026-06-17 15:39:29,26.8
2026-06-17 15:39:31,26.6
2026-06-17 15:39:34,26.9
2026-06-17 15:39:37,27.6
2026-06-17 15:39:40,26.8
2026-06-17 15:39:43,27
2026-06-17 15:39:47,26.4
2026-06-17 15:39:49,27
2026-06-17 15:39:52,26.9
2026-06-17 15:39:55,26.8
2026-06-17 15:40:01,26.9
2026-06-17 15:40:03,27.5
2026-06-17 15:40:06,26.9
2026-06-17 15:40:08,26.8
2026-06-17 15:40:11,26.9
2026-06-17 15:40:14,26.9
2026-06-17 15:40:17,26.8
2026-06-17 15:40:20,26.8
2026-06-17 15:40:23,26.9
2026-06-17 15:40:25,26.8
2026-06-17 15:40:28,26.9
2026-06-17 15:40:31,26.8
2026-06-17 15:40:34,26.9
2026-06-17 15:40:37,26.9
2026-06-17 15:40:40,27
2026-06-17 15:40:42,26.7
2026-06-17 15:40:45,26.5
2026-06-17 15:40:48,26.9
2026-06-17 15:40:50,26.8
2026-06-17 15:40:53,26.7
2026-06-17 15:40:56,26.8
2026-06-17 15:40:59,26.9
2026-06-17 15:41:02,26.7
2026-06-17 15:41:04,26.6
2026-06-17 15:41:07,26.8
2026-06-17 15:41:10,26.8
2026-06-17 15:41:12,26.9
2026-06-17 15:41:15,26.9
2026-06-17 15:41:18,26.8
2026-06-17 15:41:21,26.7
2026-06-17 15:41:23,26.8
2026-06-17 15:41:26,26.9
2026-06-17 15:41:29,26.8
2026-06-17 15:41:32,27.2
2026-06-17 15:41:35,26.9
2026-06-17 15:41:38,26.9
2026-06-17 15:41:41,26.9
2026-06-17 15:41:43,26.9
2026-06-17 15:41:46,27.1
2026-06-17 15:41:49,26.8
2026-06-17 15:41:51,26.3
2026-06-17 15:41:54,26.9
2026-06-17 15:41:57,26.8
2026-06-17 15:41:59,26.9
2026-06-17 15:42:02,26.6
2026-06-17 15:42:04,27.8
2026-06-17 15:42:07,26.7
2026-06-17 15:42:10,26.8
2026-06-17 15:42:12,26.8
2026-06-17 15:42:15,26.9
2026-06-17 15:42:18,26.9
2026-06-17 15:42:22,26.9
2026-06-17 15:42:25,26.9
2026-06-17 15:42:27,26.9
2026-06-17 15:42:30,26.9
2026-06-17 15:42:32,26.9
2026-06-17 15:42:35,26.9
2026-06-17 15:42:38,27
2026-06-17 15:42:41,26.9
2026-06-17 15:42:44,26.9
2026-06-17 15:42:46,26.9
2026-06-17 15:42:49,26.9
2026-06-17 15:42:52,26.9
2026-06-17 15:42:55,27
2026-06-17 15:42:57,26.9
2026-06-17 15:43:01,26.9
2026-06-17 15:43:04,27
2026-06-17 15:43:06,26.9
2026-06-17 15:43:09,26.9
2026-06-17 15:43:12,26.9
时间,温度
2026-06-17 16:01:42,26.8
2026-06-17 16:01:45,26.8
2026-06-17 16:01:48,26.3
2026-06-17 16:01:51,26.8
2026-06-17 16:01:54,26.8
2026-06-17 16:01:56,26.9
2026-06-17 16:02:00,27.1
2026-06-17 16:02:03,27.3
2026-06-17 16:02:06,26.9
2026-06-17 16:02:08,26.9
2026-06-17 16:02:11,27.1
2026-06-17 16:02:12,27.2
2026-06-17 16:02:15,27.9
2026-06-17 16:02:18,26.9
2026-06-17 16:02:20,26.9
2026-06-17 16:02:23,26.9
2026-06-17 16:02:26,26.9
2026-06-17 16:02:29,26.9
2026-06-17 16:02:32,26.9
2026-06-17 16:02:35,25.6
2026-06-17 16:02:38,28.9
2026-06-17 16:02:41,26.9
2026-06-17 16:02:44,26.9
2026-06-17 16:02:47,26.9
2026-06-17 16:02:50,26.9
2026-06-17 16:02:55,26.9
2026-06-17 16:02:58,27.4
2026-06-17 16:03:01,26.8
2026-06-17 16:03:04,27.2
2026-06-17 16:03:07,25.6
2026-06-17 16:03:11,26.9
2026-06-17 16:03:13,26.8
2026-06-17 16:03:16,27
2026-06-17 16:03:19,26.8
2026-06-17 16:03:21,26.9
2026-06-17 16:03:24,26.9
2026-06-17 16:03:27,26.8
2026-06-17 16:03:29,26.8
2026-06-17 16:03:32,26.8
2026-06-17 16:03:34,26.8
2026-06-17 16:03:37,26.8
2026-06-17 16:03:40,26.8
2026-06-17 16:03:43,26.8
2026-06-17 16:03:47,26.9
2026-06-17 16:03:50,26.8
2026-06-17 16:03:52,26.8
2026-06-17 16:03:55,26.8
2026-06-17 16:03:58,26.8
2026-06-17 16:04:01,26.8
2026-06-17 16:04:04,26.8
2026-06-17 16:04:07,26.9
2026-06-17 16:04:09,26.8
2026-06-17 16:04:12,26.8
2026-06-17 16:04:15,26.8
2026-06-17 16:04:18,26.9
2026-06-17 16:04:21,26.8
2026-06-17 16:04:23,26.8
2026-06-17 16:04:26,26.8
2026-06-17 16:04:28,26.8
2026-06-17 16:04:31,26.8
2026-06-17 16:04:34,26.8
2026-06-17 16:04:37,26.8
2026-06-17 16:04:39,26.8
2026-06-17 16:04:42,26.8
2026-06-17 16:04:44,26.8
2026-06-17 16:04:47,26.8
2026-06-17 16:04:50,26.8
2026-06-17 16:04:52,26.8
2026-06-17 16:04:55,26.8
2026-06-17 16:04:57,26.8
2026-06-17 16:05:00,26.8
2026-06-17 16:05:02,26.8
2026-06-17 16:05:05,26.8
2026-06-17 16:05:08,26.8
2026-06-17 16:05:10,26.8
2026-06-17 16:05:13,26.8
2026-06-17 16:05:15,26.8
2026-06-17 16:05:18,26.8
2026-06-17 16:05:20,26.8
2026-06-17 16:05:23,26.8
2026-06-17 16:05:26,26.8
2026-06-17 16:05:28,26.8
2026-06-17 16:05:32,26.8
2026-06-17 16:05:35,26.9
2026-06-17 16:05:38,26.8
2026-06-17 16:05:41,26.8
2026-06-17 16:05:43,26.8
2026-06-17 16:05:46,26.8
2026-06-17 16:05:48,26.8
2026-06-17 16:05:51,26.8
2026-06-17 16:05:54,26.8
2026-06-17 16:05:57,26.8
2026-06-17 16:06:00,26.8
2026-06-17 16:06:03,26.8
2026-06-17 16:06:05,26.8
2026-06-17 16:06:08,26.8
2026-06-17 16:06:11,26.8
2026-06-17 16:06:13,26.8
2026-06-17 16:06:16,26.8
2026-06-17 16:06:19,26.8
2026-06-17 16:06:22,26.8
2026-06-17 16:06:24,26.8
2026-06-17 16:06:27,26.8
2026-06-17 16:06:30,26.8
2026-06-17 16:06:32,26.8
2026-06-17 16:06:35,26.8
2026-06-17 16:06:38,26.8
2026-06-17 16:06:41,26.8
2026-06-17 16:06:44,26.8
2026-06-17 16:06:47,26.8
2026-06-17 16:06:50,26.8
2026-06-17 16:06:53,26.8
2026-06-17 16:06:56,26.8
2026-06-17 16:06:59,26.8
2026-06-17 16:07:02,26.8
2026-06-17 16:07:05,26.8
2026-06-17 16:07:07,26.8
2026-06-17 16:07:10,26.8
2026-06-17 16:07:13,26.8
2026-06-17 16:07:16,26.8
2026-06-17 16:07:19,26.8
2026-06-17 16:07:22,26.8
2026-06-17 16:07:25,26.8
2026-06-17 16:07:28,26.8
2026-06-17 16:07:31,26.8
2026-06-17 16:07:34,26.8
2026-06-17 16:07:37,26.8
2026-06-17 16:07:40,26.8
2026-06-17 16:07:43,26.8
2026-06-17 16:07:46,26.8
2026-06-17 16:07:49,26.8
2026-06-17 16:07:52,26.8
2026-06-17 16:07:55,26.8
2026-06-17 16:07:58,26.8
2026-06-17 16:08:01,26.8
2026-06-17 16:08:04,26.8
2026-06-17 16:08:07,26.8
2026-06-17 16:08:10,26.8
2026-06-17 16:08:13,26.8
2026-06-17 16:08:16,26.8
2026-06-17 16:08:18,26.8
2026-06-17 16:08:21,26.8
2026-06-17 16:08:24,26.8
2026-06-17 16:08:26,26.8
2026-06-17 16:08:29,26.8
2026-06-17 16:08:32,26.8
2026-06-17 16:08:34,26.8
2026-06-17 16:08:37,26.8
2026-06-17 16:08:40,26.8
2026-06-17 16:08:42,26.8
2026-06-17 16:08:45,26.8
2026-06-17 16:08:48,26.8
2026-06-17 16:08:51,26.8
2026-06-17 16:08:57,26.8
2026-06-17 16:08:59,26.8
2026-06-17 16:09:02,26.8
2026-06-17 16:09:05,26.8
2026-06-17 16:09:08,26.8
2026-06-17 16:09:11,26.8
2026-06-17 16:09:13,26.8
2026-06-17 16:09:16,26.8
2026-06-17 16:09:19,26.8
2026-06-17 16:09:21,26.8
2026-06-17 16:09:24,26.8
2026-06-17 16:09:26,26.8
2026-06-17 16:09:29,26.8
2026-06-17 16:09:32,26.8
2026-06-17 16:09:35,26.8
2026-06-17 16:09:37,26.8
2026-06-17 16:09:40,26.8
2026-06-17 16:09:43,26.8
2026-06-17 16:09:46,26.8
2026-06-17 16:09:48,26.8
2026-06-17 16:09:51,26.8
2026-06-17 16:09:54,26.8
2026-06-17 16:09:57,26.8
2026-06-17 16:09:59,26.8
2026-06-17 16:10:02,26.8
2026-06-17 16:10:05,26.8
2026-06-17 16:10:08,26.8
2026-06-17 16:10:11,26.8
2026-06-17 16:10:14,26.8
2026-06-17 16:10:17,26.8
2026-06-17 16:10:19,26.8
2026-06-17 16:10:22,26.8
2026-06-17 16:10:26,26.8
2026-06-17 16:10:28,26.8
2026-06-17 16:10:31,26.8
2026-06-17 16:10:34,26.8
2026-06-17 16:10:37,26.8
2026-06-17 16:10:39,26.8
2026-06-17 16:10:42,26.8
2026-06-17 16:10:45,26.8
2026-06-17 16:10:48,26.8
2026-06-17 16:10:50,26.8
2026-06-17 16:10:53,26.8
2026-06-17 16:10:56,26.8
2026-06-17 16:10:58,26.8
2026-06-17 16:11:01,26.8
2026-06-17 16:11:04,26.8
2026-06-17 16:11:08,26.8
2026-06-17 16:11:14,26.8
2026-06-17 16:11:17,26.8
2026-06-17 16:11:20,26.8
2026-06-17 16:11:22,26.8
2026-06-17 16:11:25,26.8
2026-06-17 16:11:28,26.8
2026-06-17 16:11:31,26.8
2026-06-17 16:11:34,26.8
2026-06-17 16:11:37,26.8
2026-06-17 16:11:40,26.8
2026-06-17 16:11:43,26.8
2026-06-17 16:11:45,26.8
2026-06-17 16:11:49,26.8
2026-06-17 16:11:52,26.8
2026-06-17 16:11:55,26.8
2026-06-17 16:11:59,26.8
2026-06-17 16:12:05,26.8
2026-06-17 16:12:08,26.7
2026-06-17 16:12:11,26.8
2026-06-17 16:12:14,26.7
2026-06-17 16:12:17,26.7
2026-06-17 16:12:20,26.8
2026-06-17 16:12:23,26.7
2026-06-17 16:12:26,26.7
2026-06-17 16:12:29,26.8
2026-06-17 16:12:32,26.7
2026-06-17 16:12:35,26.7
2026-06-17 16:12:38,26.7
2026-06-17 16:12:41,26.7
2026-06-17 16:12:45,26.7
2026-06-17 16:12:48,26.7
2026-06-17 16:12:50,26.7
2026-06-17 16:12:53,26.7
2026-06-17 16:12:56,26.7
2026-06-17 16:13:00,26.7
2026-06-17 16:13:03,26.7
2026-06-17 16:13:05,26.7
2026-06-17 16:13:09,26.7
2026-06-17 16:13:12,26.7
2026-06-17 16:13:15,26.7
2026-06-17 16:13:18,26.7
2026-06-17 16:13:21,26.7
2026-06-17 16:13:24,26.7
2026-06-17 16:13:27,26.7
2026-06-17 16:13:30,26.7
2026-06-17 16:13:33,26.7
2026-06-17 16:13:36,26.8
2026-06-17 16:13:39,26.7
2026-06-17 16:13:42,26.7
2026-06-17 16:13:45,26.8
2026-06-17 16:13:48,26.7
2026-06-17 16:13:51,26.7
2026-06-17 16:13:54,26.8
2026-06-17 16:13:57,26.7
2026-06-17 16:14:00,26.7
2026-06-17 16:14:03,26.7
2026-06-17 16:14:05,26.7
2026-06-17 16:14:08,26.7
2026-06-17 16:14:10,26.7
2026-06-17 16:14:13,26.7
2026-06-17 16:14:16,26.7
2026-06-17 16:14:18,26.7
2026-06-17 16:14:21,26.7
2026-06-17 16:14:23,26.7
2026-06-17 16:14:26,26.7
2026-06-17 16:14:29,26.7
2026-06-17 16:14:31,26.7
2026-06-17 16:14:34,26.7
2026-06-17 16:14:37,26.8
2026-06-17 16:14:39,26.8
2026-06-17 16:14:42,26.8
2026-06-17 16:14:44,26.8
2026-06-17 16:14:47,26.8
2026-06-17 16:14:49,26.8
2026-06-17 16:14:52,26.8
2026-06-17 16:14:55,26.8
2026-06-17 16:15:06,26.8
2026-06-17 16:15:08,26.9
2026-06-17 16:15:12,26.7
2026-06-17 16:15:14,26.8
2026-06-17 16:15:17,26.8
2026-06-17 16:15:20,26.8
2026-06-17 16:15:23,26.8
2026-06-17 16:15:26,26.8
2026-06-17 16:15:28,26.8
2026-06-17 16:15:31,26.8
2026-06-17 16:15:34,26.8
2026-06-17 16:15:37,26.8
2026-06-17 16:15:40,26.8
2026-06-17 16:15:43,26.8
2026-06-17 16:15:45,26.8
2026-06-17 16:15:48,26.8
2026-06-17 16:15:52,26.8
2026-06-17 16:15:54,26.8
2026-06-17 16:15:58,26.8
2026-06-17 16:16:00,26.8
2026-06-17 16:16:04,26.8
2026-06-17 16:16:07,26.8
2026-06-17 16:16:10,26.8
2026-06-17 16:16:13,26.8
2026-06-17 16:16:16,26.8
2026-06-17 16:16:19,26.8
2026-06-17 16:16:22,26.8
2026-06-17 16:16:25,26.8
2026-06-17 16:16:28,26.8
2026-06-17 16:16:30,26.8
2026-06-17 16:16:33,26.8
2026-06-17 16:16:36,26.8
2026-06-17 16:16:39,26.8
2026-06-17 16:16:42,26.8
2026-06-17 16:16:44,26.8
2026-06-17 16:16:47,26.8
2026-06-17 16:16:49,26.8
2026-06-17 16:16:53,26.8
2026-06-17 16:16:55,26.8
2026-06-17 16:16:58,26.8
2026-06-17 16:17:01,26.8
2026-06-17 16:17:03,26.8
2026-06-17 16:17:06,26.8
2026-06-17 16:17:08,26.8
2026-06-17 16:17:11,26.8
2026-06-17 16:17:14,26.8
2026-06-17 16:17:17,26.8
2026-06-17 16:17:20,26.8
2026-06-17 16:17:22,26.8
2026-06-17 16:17:25,26.8
2026-06-17 16:17:28,26.8
2026-06-17 16:17:30,26.8
2026-06-17 16:17:33,26.8
2026-06-17 16:17:35,26.8
2026-06-17 16:17:38,26.8
2026-06-17 16:17:41,26.8
2026-06-17 16:17:44,26.8
2026-06-17 16:17:47,26.8
2026-06-17 16:17:50,26.8
2026-06-17 16:17:52,26.8
2026-06-17 16:17:55,26.8
2026-06-17 16:17:58,26.8
2026-06-17 16:18:01,26.8
2026-06-17 16:18:04,26.8
2026-06-17 16:18:07,26.8
2026-06-17 16:18:09,26.8
2026-06-17 16:18:12,26.8
2026-06-17 16:18:15,26.8
2026-06-17 16:18:18,26.8
2026-06-17 16:18:20,26.8
2026-06-17 16:18:23,26.8
2026-06-17 16:18:26,26.8
2026-06-17 16:18:29,26.8
2026-06-17 16:18:31,26.8
2026-06-17 16:18:34,26.8
2026-06-17 16:18:36,26.8
2026-06-17 16:18:39,26.8
2026-06-17 16:18:42,26.8
2026-06-17 16:18:44,26.8
2026-06-17 16:18:47,26.8
2026-06-17 16:18:50,26.8
2026-06-17 16:18:53,26.8
2026-06-17 16:18:56,26.8
2026-06-17 16:18:58,26.8
2026-06-17 16:19:01,26.8
2026-06-17 16:19:06,26.8
2026-06-17 16:19:09,26.8
2026-06-17 16:19:12,26.8
2026-06-17 16:19:15,26.8
2026-06-17 16:19:18,26.8
2026-06-17 16:19:21,26.5
2026-06-17 16:19:24,26.8
2026-06-17 16:19:26,26.8
2026-06-17 16:19:29,26.8
2026-06-17 16:19:32,26.8
2026-06-17 16:19:34,26.8
2026-06-17 16:19:37,26.8
2026-06-17 16:19:39,26.8
时间,温度
时间,温度
2026-06-17 16:44:35,27.3
2026-06-17 16:44:38,27.3
2026-06-17 16:44:40,27.1
2026-06-17 16:44:43,27.4
2026-06-17 16:44:46,27.4
2026-06-17 16:44:48,27.1
2026-06-17 16:44:51,27.3
2026-06-17 16:44:54,28.4
2026-06-17 16:44:57,27.7
2026-06-17 16:45:00,27.3
2026-06-17 16:45:03,27.2
2026-06-17 16:45:05,27.3
2026-06-17 16:45:08,27.1
2026-06-17 16:45:11,27.3
2026-06-17 16:45:14,27.3
2026-06-17 16:45:16,27.4
2026-06-17 16:45:19,26.7
2026-06-17 16:45:22,27.3
2026-06-17 16:45:25,27.3
2026-06-17 16:45:28,27.5
2026-06-17 16:45:31,27.6
2026-06-17 16:45:34,28.2
时间,温度
2026-06-18 11:45:20,26.6
2026-06-18 11:45:22,26.6
2026-06-18 11:45:25,26.6
2026-06-18 11:45:28,27.3
2026-06-18 11:45:31,26.6
2026-06-18 11:45:34,26.6
2026-06-18 11:45:37,26.6
2026-06-18 11:45:39,25.9
2026-06-18 11:45:42,26.6
2026-06-18 11:45:45,25.5
2026-06-18 11:45:48,26.9
2026-06-18 11:45:51,26.6
2026-06-18 11:45:53,26.6
2026-06-18 11:45:56,26.6
2026-06-18 11:45:59,26.6
2026-06-18 11:46:02,26.6
2026-06-18 11:46:04,26.6
2026-06-18 11:46:07,26.6
2026-06-18 11:46:10,26.6
2026-06-18 11:46:12,26.6
2026-06-18 11:46:15,26.6
2026-06-18 11:46:18,26.7
2026-06-18 11:46:21,26.7
2026-06-18 11:46:24,26.7
2026-06-18 11:46:27,26.6
2026-06-18 11:46:29,26.7
2026-06-18 11:46:32,26.7
2026-06-18 11:46:34,26.7
2026-06-18 11:46:37,26.7
2026-06-18 11:46:40,26.7
2026-06-18 11:46:42,26.7
2026-06-18 11:46:45,26.7
2026-06-18 11:46:47,26.7
2026-06-18 11:46:50,26.7
2026-06-18 11:46:55,26.7
2026-06-18 11:46:58,26.7
2026-06-18 11:47:01,26.7
2026-06-18 11:47:04,26.7
2026-06-18 11:47:07,26.6
2026-06-18 11:47:09,26.7
2026-06-18 11:47:12,26.7
2026-06-18 11:47:14,26.7
2026-06-18 11:47:17,26.7
2026-06-18 11:47:19,26.7
2026-06-18 11:47:22,26.7
2026-06-18 11:47:25,26.7
2026-06-18 11:47:27,26.7
2026-06-18 11:47:30,26.7
2026-06-18 11:47:32,26.7
2026-06-18 11:47:35,26.7
2026-06-18 11:47:38,26.7
2026-06-18 11:47:41,26.7
2026-06-18 11:47:43,26.7
2026-06-18 11:47:46,26.7
2026-06-18 11:47:49,26.7
2026-06-18 11:47:51,26.7
2026-06-18 11:47:54,26.7
2026-06-18 11:47:57,26.7
2026-06-18 11:47:59,26.7
2026-06-18 11:48:02,26.7
2026-06-18 11:48:04,26.7
2026-06-18 11:48:07,26.7
2026-06-18 11:48:09,26.7
2026-06-18 11:48:12,26.7
2026-06-18 11:48:15,26.6
2026-06-18 11:48:18,26.6
2026-06-18 11:48:21,26.6
2026-06-18 11:48:24,26.6
2026-06-18 11:48:27,26.6
2026-06-18 11:48:30,26.6
2026-06-18 11:48:33,26.6
2026-06-18 11:48:36,26.6
2026-06-18 11:48:38,26.6
2026-06-18 11:48:41,26.6
2026-06-18 11:48:43,26.6
2026-06-18 11:48:46,26.6
2026-06-18 11:48:49,26.6
2026-06-18 11:48:52,26.6
2026-06-18 11:48:55,26.6
2026-06-18 11:48:58,26.6
2026-06-18 11:49:01,26.6
2026-06-18 11:49:04,26.6
2026-06-18 11:49:07,26.6
2026-06-18 11:49:10,26.6
2026-06-18 11:49:13,26.6
2026-06-18 11:49:15,26.6
2026-06-18 11:49:18,26.6
2026-06-18 11:49:21,26.6
2026-06-18 11:49:24,26.5
2026-06-18 11:49:27,26.6
2026-06-18 11:49:30,26.6
2026-06-18 11:49:33,26.6
2026-06-18 11:49:36,26.5
2026-06-18 11:49:38,26.5
2026-06-18 11:49:41,26.5
2026-06-18 11:49:43,26.5
2026-06-18 11:49:46,26.5
2026-06-18 11:49:49,26.5
2026-06-18 11:49:51,26.5
2026-06-18 11:49:54,26.5
2026-06-18 11:49:56,26.5
2026-06-18 11:49:59,26.5
2026-06-18 11:50:01,26.5
2026-06-18 11:50:04,26.5
2026-06-18 11:50:07,26.5
2026-06-18 11:50:09,26.5
2026-06-18 11:50:13,26.5
2026-06-18 11:50:15,26.5
2026-06-18 11:50:19,26.5
2026-06-18 11:50:22,26.5
2026-06-18 11:50:24,26.5
2026-06-18 11:50:28,26.5
2026-06-18 11:50:34,26.5
2026-06-18 11:50:37,26.5
2026-06-18 11:50:40,26.5
2026-06-18 11:50:43,26.5
2026-06-18 11:50:46,26.5
2026-06-18 11:50:49,26.5
2026-06-18 11:50:51,26.5
2026-06-18 11:50:54,26.5
2026-06-18 11:50:56,26.5
2026-06-18 11:50:59,26.4
2026-06-18 11:51:02,26.4
2026-06-18 11:51:05,26.4
2026-06-18 11:51:07,26.4
2026-06-18 11:51:10,26.4
2026-06-18 11:51:13,26.4
2026-06-18 11:51:16,26.4
2026-06-18 11:51:19,26.4
2026-06-18 11:51:22,26.4
2026-06-18 11:51:25,26.4
2026-06-18 11:51:28,26.4
2026-06-18 11:51:31,26.4
2026-06-18 11:51:34,26.4
2026-06-18 11:51:37,26.4
2026-06-18 11:51:39,26.4
2026-06-18 11:51:42,26.4
2026-06-18 11:51:44,26.4
2026-06-18 11:51:47,26.4
2026-06-18 11:51:49,26.4
2026-06-18 11:51:52,26.4
2026-06-18 11:51:55,26.4
2026-06-18 11:51:57,26.4
2026-06-18 11:52:00,26.4
2026-06-18 11:52:02,26.3
2026-06-18 11:52:05,26.3
2026-06-18 11:52:08,26.3
2026-06-18 11:52:11,26.3
2026-06-18 11:52:14,26.3
2026-06-18 11:52:18,26.3
2026-06-18 11:52:21,26.3
2026-06-18 11:52:23,26.3
2026-06-18 11:52:27,26.3
2026-06-18 11:52:30,26.3
2026-06-18 11:52:33,26.3
2026-06-18 11:52:36,26.3
2026-06-18 11:52:39,26.3
2026-06-18 11:52:42,26.3
2026-06-18 11:52:45,26.3
2026-06-18 11:52:48,26.3
2026-06-18 11:52:51,26.3
2026-06-18 11:52:54,26.3
2026-06-18 11:52:57,26.3
2026-06-18 11:53:00,26.3
2026-06-18 11:53:02,26.3
2026-06-18 11:53:05,26.3
2026-06-18 11:53:08,26.2
2026-06-18 11:53:11,26.2
2026-06-18 11:53:13,26.2
2026-06-18 11:53:19,26.2
时间,温度
2026-06-27 14:36:31,25.8
2026-06-27 14:36:34,25.8
2026-06-27 14:36:37,25.8
2026-06-27 14:36:40,25.8
2026-06-27 14:36:43,25.8
2026-06-27 14:36:45,25.8
2026-06-27 14:36:48,25.8
